word,chi2_score,p_value,association,freq_class0,freq_class1
screams,9.524163412033221,0.002027840074033566,Kein Disaster,29,6
called,9.459701206266468,0.0021003528255180864,Disaster,5,16
giant,9.459701206266468,0.0021003528255180864,Disaster,5,16
fear,9.452625924468025,0.002108470222274074,Kein Disaster,44,13
wreck,9.437353315850245,0.002126100957490757,Kein Disaster,46,14
group,9.364274657018,0.0022125553780256747,Disaster,11,24
syria,9.29195964536839,0.0023016181428385193,Disaster,0,7
dozens,9.29195964536839,0.0023016181428385193,Disaster,0,7
swallows,9.29195964536839,0.0023016181428385193,Disaster,0,7
rì,9.29195964536839,0.0023016181428385193,Disaster,0,7
broadway,9.29195964536839,0.0023016181428385193,Disaster,0,7
arabia,9.29195964536839,0.0023016181428385193,Disaster,0,7
freakiest,9.29195964536839,0.0023016181428385193,Disaster,0,7
okwx,9.29195964536839,0.0023016181428385193,Disaster,0,7
relatives,9.29195964536839,0.0023016181428385193,Disaster,0,7
vietnam,9.29195964536839,0.0023016181428385193,Disaster,0,7
gaza,9.29195964536839,0.0023016181428385193,Disaster,0,7
kidnapped,9.29195964536839,0.0023016181428385193,Disaster,0,7
powerlines,9.29195964536839,0.0023016181428385193,Disaster,0,7
shelter,9.29195964536839,0.0023016181428385193,Disaster,0,7
eruption,9.29195964536839,0.0023016181428385193,Disaster,0,7
threatening,9.29195964536839,0.0023016181428385193,Disaster,0,7
migrant,9.29195964536839,0.0023016181428385193,Disaster,0,7
microlight,9.29195964536839,0.0023016181428385193,Disaster,0,7
aid,9.29195964536839,0.0023016181428385193,Disaster,0,7
threatens,9.29195964536839,0.0023016181428385193,Disaster,0,7
runway,9.29195964536839,0.0023016181428385193,Disaster,0,7
wx,9.29195964536839,0.0023016181428385193,Disaster,0,7
med,9.202424421831576,0.002416948116927432,Disaster,2,11
denver,9.202424421831576,0.002416948116927432,Disaster,2,11
structural,9.138382119887165,0.002503023363710147,Disaster,12,25
august,9.138382119887165,0.002503023363710147,Disaster,12,25
makes,9.09039640365108,0.0025695517299702307,Kein Disaster,21,3
louis,9.04007369875633,0.002641249909687075,Kein Disaster,12,0
bin,9.027458679987344,0.002659539629237452,Disaster,1,9
sismo,9.027458679987344,0.002659539629237452,Disaster,1,9
main,9.027458679987344,0.002659539629237452,Disaster,1,9
french,9.027458679987344,0.002659539629237452,Disaster,1,9
nc,9.027458679987344,0.002659539629237452,Disaster,1,9
antioch,9.027458679987344,0.002659539629237452,Disaster,1,9
foxnews,9.027458679987344,0.002659539629237452,Disaster,1,9
soldiers,9.027458679987344,0.002659539629237452,Disaster,1,9
great,8.916081153295668,0.0028267041879716415,Kein Disaster,47,15
global,8.901572314925371,0.002849252109197448,Disaster,4,14
israel,8.901572314925371,0.002849252109197448,Disaster,4,14
meltdown,8.894275569178536,0.002860660794607554,Kein Disaster,28,6
buy,8.801800291135152,0.0030093344819109155,Kein Disaster,15,1
awesome,8.801800291135152,0.0030093344819109155,Kein Disaster,15,1
fashion,8.801800291135152,0.0030093344819109155,Kein Disaster,15,1
mode,8.801800291135152,0.0030093344819109155,Kein Disaster,15,1
king,8.801800291135152,0.0030093344819109155,Kein Disaster,15,1
stand,8.73167952310645,0.003127282995522163,Kein Disaster,23,4
watch,8.722327917071041,0.0031433642309544336,Disaster,35,50
evacuate,8.609322375184673,0.0033444670860373125,Disaster,15,28
head,8.520504193143498,0.0035116718516366094,Kein Disaster,34,9
fan,8.46742473240852,0.0036156295551044277,Kein Disaster,25,5
bad,8.458048698126172,0.0036343154721844182,Kein Disaster,36,10
read,8.429912322193791,0.0036909814154660095,Kein Disaster,48,16
probably,8.40359109638588,0.003744805111741046,Kein Disaster,20,3
washington,8.395262627157322,0.003762001548153262,Disaster,3,12
arrested,8.395262627157322,0.003762001548153262,Disaster,3,12
investigating,8.395262627157322,0.003762001548153262,Disaster,3,12
cnn,8.375180916533933,0.0038037969070269452,Disaster,5,15
anthrax,8.375180916533933,0.0038037969070269452,Disaster,5,15
lucky,8.286734223859973,0.00399357460137267,Kein Disaster,11,0
complete,8.286734223859973,0.00399357460137267,Kein Disaster,11,0
edm,8.286734223859973,0.00399357460137267,Kein Disaster,11,0
arianagrande,8.286734223859973,0.00399357460137267,Kein Disaster,11,0
pic,8.274568871595548,0.004020420795334782,Disaster,8,19
thank,8.271869643417281,0.004026402234699951,Kein Disaster,27,6
lot,8.271869643417281,0.004026402234699951,Kein Disaster,27,6
did,8.257374696927567,0.004058677996435087,Kein Disaster,59,22
rioting,8.252122803284621,0.004070437210692069,Disaster,12,24
wave,8.252122803284621,0.004070437210692069,Disaster,12,24
ladies,8.15919997215648,0.0042843266270173085,Kein Disaster,17,2
best,8.130947122052959,0.004351600934986997,Kein Disaster,55,20
bang,8.127839330706067,0.004359066412643836,Kein Disaster,29,7
service,8.077726981795633,0.004481261963844996,Disaster,13,25
dust,8.077726981795633,0.004481261963844996,Disaster,13,25
ve,8.074030807272095,0.0044904117911243715,Kein Disaster,53,19
gets,8.071348875136072,0.004497062783233989,Kein Disaster,22,4
wants,8.065463992411198,0.004511692031211902,Kein Disaster,14,1
handbag,8.065463992411198,0.004511692031211902,Kein Disaster,14,1
art,8.065463992411198,0.004511692031211902,Kein Disaster,14,1
tote,8.065463992411198,0.004511692031211902,Kein Disaster,14,1
16,7.999642071002919,0.004678659738304885,Disaster,9,20
linked,7.97963654564211,0.0047306438535368815,Disaster,2,10
related,7.97963654564211,0.0047306438535368815,Disaster,2,10
killing,7.97963654564211,0.0047306438535368815,Disaster,2,10
specially,7.97963654564211,0.0047306438535368815,Disaster,2,10
union,7.97963654564211,0.0047306438535368815,Disaster,2,10
1980,7.97963654564211,0.0047306438535368815,Disaster,2,10
stadium,7.97963654564211,0.0047306438535368815,Disaster,2,10
metro,7.97963654564211,0.0047306438535368815,Disaster,2,10
event,7.97963654564211,0.0047306438535368815,Disaster,2,10
distance,7.964536838887192,0.00477026958404575,Disaster,0,6
ksawlyux02,7.964536838887192,0.00477026958404575,Disaster,0,6
disrupts,7.964536838887192,0.00477026958404575,Disaster,0,6
riots,7.964536838887192,0.00477026958404575,Disaster,0,6
executives,7.964536838887192,0.00477026958404575,Disaster,0,6
criminals,7.964536838887192,0.00477026958404575,Disaster,0,6
rohingya,7.964536838887192,0.00477026958404575,Disaster,0,6
gunfire,7.964536838887192,0.00477026958404575,Disaster,0,6
guillermo,7.964536838887192,0.00477026958404575,Disaster,0,6
nashville,7.964536838887192,0.00477026958404575,Disaster,0,6
drone,7.964536838887192,0.00477026958404575,Disaster,0,6
lack,7.964536838887192,0.00477026958404575,Disaster,0,6
prosecuted,7.964536838887192,0.00477026958404575,Disaster,0,6
sinjar,7.964536838887192,0.00477026958404575,Disaster,0,6
alleged,7.964536838887192,0.00477026958404575,Disaster,0,6
approaches,7.964536838887192,0.00477026958404575,Disaster,0,6
wings,7.964536838887192,0.00477026958404575,Disaster,0,6
murdered,7.964536838887192,0.00477026958404575,Disaster,0,6
1945,7.964536838887192,0.00477026958404575,Disaster,0,6
pacific,7.964536838887192,0.00477026958404575,Disaster,0,6
calif,7.964536838887192,0.00477026958404575,Disaster,0,6
unit,7.964536838887192,0.00477026958404575,Disaster,0,6
lowndes,7.964536838887192,0.00477026958404575,Disaster,0,6
toll,7.964536838887192,0.00477026958404575,Disaster,0,6
plains,7.964536838887192,0.00477026958404575,Disaster,0,6
caught,7.951839070702537,0.004803853609769423,Disaster,6,16
major,7.951839070702537,0.004803853609769423,Disaster,6,16
case,7.951839070702537,0.004803853609769423,Disaster,6,16
upheaval,7.831348541459793,0.005134777619945244,Kein Disaster,24,5
sinkhole,7.790300185154164,0.005252746753666295,Disaster,15,27
failure,7.790300185154164,0.005252746753666295,Disaster,15,27
france,7.787522699627314,0.0052608280848147615,Disaster,4,13
escape,7.787522699627314,0.0052608280848147615,Disaster,4,13
york,7.787522699627314,0.0052608280848147615,Disaster,4,13
arson,7.765400166059504,0.0053256496728045786,Disaster,10,21
security,7.765400166059504,0.0053256496728045786,Disaster,10,21
31,7.745377676632563,0.005385019722559252,Disaster,1,8
situation,7.745377676632563,0.005385019722559252,Disaster,1,8
iraq,7.745377676632563,0.005385019722559252,Disaster,1,8
terrorists,7.745377676632563,0.005385019722559252,Disaster,1,8
legacy,7.745377676632563,0.005385019722559252,Disaster,1,8
laden,7.745377676632563,0.005385019722559252,Disaster,1,8
genocide,7.745377676632563,0.005385019722559252,Disaster,1,8
georgia,7.745377676632563,0.005385019722559252,Disaster,1,8
thunderstorms,7.745377676632563,0.005385019722559252,Disaster,1,8
opens,7.745377676632563,0.005385019722559252,Disaster,1,8
forecast,7.745377676632563,0.005385019722559252,Disaster,1,8
science,7.745377676632563,0.005385019722559252,Disaster,1,8
highway,7.745377676632563,0.005385019722559252,Disaster,1,8
space,7.722834349814416,0.005452672594795901,Kein Disaster,19,3
wrong,7.722834349814416,0.005452672594795901,Kein Disaster,19,3
sorry,7.722834349814416,0.005452672594795901,Kein Disaster,19,3
work,7.671716640409029,0.005609306685262852,Kein Disaster,54,20
sure,7.657647064476976,0.0056532184271492775,Kein Disaster,26,6
land,7.564445903010904,0.005953095398196064,Disaster,11,22
welcome,7.533394748963611,0.006056567653908569,Kein Disaster,10,0
handbags,7.533394748963611,0.006056567653908569,Kein Disaster,10,0
shall,7.533394748963611,0.006056567653908569,Kein Disaster,10,0
jeb,7.533394748963611,0.006056567653908569,Kein Disaster,10,0
stock,7.533196166752164,0.006057235265063247,Kein Disaster,28,7
quiz,7.453588711077401,0.006331009724344184,Kein Disaster,16,2
favorite,7.453588711077401,0.006331009724344184,Kein Disaster,16,2
battle,7.446331237408465,0.006356588551451435,Kein Disaster,30,8
people,7.418626011974367,0.006455209071499963,Disaster,95,105
job,7.418458933319774,0.006455808525292079,Kein Disaster,21,4
truck,7.392177349320365,0.0065508141851962675,Disaster,19,31
face,7.339279128721467,0.006746388814083136,Kein Disaster,36,11
dance,7.3315567188547295,0.006775434730135138,Kein Disaster,13,1
album,7.3315567188547295,0.006775434730135138,Kein Disaster,13,1
hair,7.3315567188547295,0.006775434730135138,Kein Disaster,13,1
mishaps,7.316229312774942,0.006833463850138978,Disaster,5,14
indian,7.242729632735163,0.007118867159849555,Disaster,3,11
governor,7.242729632735163,0.007118867159849555,Disaster,3,11
western,7.242729632735163,0.007118867159849555,Disaster,3,11
expect,7.242729632735163,0.007118867159849555,Disaster,3,11
avalanche,7.2036482993644615,0.007275552590348367,Kein Disaster,23,5
words,7.2036482993644615,0.007275552590348367,Kein Disaster,23,5
policy,7.2036482993644615,0.007275552590348367,Kein Disaster,23,5
road,7.110097208472716,0.00766509529577272,Disaster,14,25
bioterrorism,7.079290378797069,0.007797988515077795,Disaster,9,19
banned,7.0489902440358,0.00793099474028668,Kein Disaster,18,3
attacked,6.996078025194427,0.00816884971629199,Disaster,15,26
cars,6.942397740692316,0.008417620305394237,Disaster,6,15
60,6.942397740692316,0.008417620305394237,Disaster,6,15
army,6.9386021949938765,0.008435500761029441,Disaster,30,42
home,6.8916809300610975,0.008659779855497601,Disaster,35,47
sunk,6.878744810882063,0.008722679969787319,Kein Disaster,29,8
things,6.878744810882063,0.008722679969787319,Kein Disaster,29,8
quarantine,6.878744810882063,0.008722679969787319,Kein Disaster,29,8
cyclone,6.876769002737184,0.008732328152382245,Disaster,10,20
sinking,6.814326442005813,0.009042940553119543,Kein Disaster,35,11
epicentre,6.78005527406725,0.009218203544278603,Kein Disaster,9,0
opening,6.78005527406725,0.009218203544278603,Kein Disaster,9,0
qew4c5m1xd,6.78005527406725,0.009218203544278603,Kein Disaster,9,0
fantasy,6.78005527406725,0.009218203544278603,Kein Disaster,9,0
screen,6.78005527406725,0.009218203544278603,Kein Disaster,9,0
hobbit,6.78005527406725,0.009218203544278603,Kein Disaster,9,0
kindle,6.78005527406725,0.009218203544278603,Kein Disaster,9,0
character,6.78005527406725,0.009218203544278603,Kein Disaster,9,0
limited,6.78005527406725,0.009218203544278603,Kein Disaster,9,0
secrets,6.78005527406725,0.009218203544278603,Kein Disaster,9,0
orders,6.7758732022329555,0.009239827532276075,Disaster,2,9
2nd,6.7758732022329555,0.009239827532276075,Disaster,2,9
freak,6.7758732022329555,0.009239827532276075,Disaster,2,9
crime,6.7758732022329555,0.009239827532276075,Disaster,2,9
pick,6.773939785926814,0.009249842085066257,Kein Disaster,20,4
bar,6.773939785926814,0.009249842085066257,Kein Disaster,20,4
led,6.753592533976825,0.009355911683780364,Kein Disaster,15,2
subreddits,6.753592533976825,0.009355911683780364,Kein Disaster,15,2
gas,6.700144733227148,0.009640508534817464,Disaster,4,12
shots,6.700144733227148,0.009640508534817464,Disaster,4,12
parole,6.700144733227148,0.009640508534817464,Disaster,4,12
sittwe,6.637114032405992,0.009987560106042924,Disaster,0,5
newyork,6.637114032405992,0.009987560106042924,Disaster,0,5
socialnews,6.637114032405992,0.009987560106042924,Disaster,0,5
trolley,6.637114032405992,0.009987560106042924,Disaster,0,5
zionist,6.637114032405992,0.009987560106042924,Disaster,0,5
parts,6.637114032405992,0.009987560106042924,Disaster,0,5
rises,6.637114032405992,0.009987560106042924,Disaster,0,5
palestine,6.637114032405992,0.009987560106042924,Disaster,0,5
nigeria,6.637114032405992,0.009987560106042924,Disaster,0,5
sharp,6.637114032405992,0.009987560106042924,Disaster,0,5
experiments,6.637114032405992,0.009987560106042924,Disaster,0,5
mansion,6.637114032405992,0.009987560106042924,Disaster,0,5
crashes,6.637114032405992,0.009987560106042924,Disaster,0,5
grateful,6.637114032405992,0.009987560106042924,Disaster,0,5
countries,6.637114032405992,0.009987560106042924,Disaster,0,5
kaduna,6.637114032405992,0.009987560106042924,Disaster,0,5
delays,6.637114032405992,0.009987560106042924,Disaster,0,5
sac,6.637114032405992,0.009987560106042924,Disaster,0,5
mansehra,6.637114032405992,0.009987560106042924,Disaster,0,5
brakes,6.637114032405992,0.009987560106042924,Disaster,0,5
estimated,6.637114032405992,0.009987560106042924,Disaster,0,5
m1,6.637114032405992,0.009987560106042924,Disaster,0,5
pov,6.637114032405992,0.009987560106042924,Disaster,0,5
streak,6.637114032405992,0.009987560106042924,Disaster,0,5
pipeline,6.637114032405992,0.009987560106042924,Disaster,0,5
greece,6.637114032405992,0.009987560106042924,Disaster,0,5
cos,6.637114032405992,0.009987560106042924,Disaster,0,5
reality,6.637114032405992,0.009987560106042924,Disaster,0,5
nuke,6.637114032405992,0.009987560106042924,Disaster,0,5
usagov,6.637114032405992,0.009987560106042924,Disaster,0,5
alberta,6.637114032405992,0.009987560106042924,Disaster,0,5
alps,6.637114032405992,0.009987560106042924,Disaster,0,5
pulls,6.637114032405992,0.009987560106042924,Disaster,0,5
maryland,6.637114032405992,0.009987560106042924,Disaster,0,5
aware,6.637114032405992,0.009987560106042924,Disaster,0,5
gusts,6.637114032405992,0.009987560106042924,Disaster,0,5
nasahurricane,6.637114032405992,0.009987560106042924,Disaster,0,5
muslim,6.637114032405992,0.009987560106042924,Disaster,0,5
elevated,6.637114032405992,0.009987560106042924,Disaster,0,5
vvplfqv58p,6.637114032405992,0.009987560106042924,Disaster,0,5
fwy,6.637114032405992,0.009987560106042924,Disaster,0,5
av,6.637114032405992,0.009987560106042924,Disaster,0,5
bjp,6.637114032405992,0.009987560106042924,Disaster,0,5
cleanup,6.637114032405992,0.009987560106042924,Disaster,0,5
731,6.637114032405992,0.009987560106042924,Disaster,0,5
smithsonian,6.637114032405992,0.009987560106042924,Disaster,0,5
10,6.60762954876424,0.010154274247161348,Disaster,20,31
nice,6.600639014735167,0.010194217482345926,Kein Disaster,12,1
broke,6.600639014735167,0.010194217482345926,Kein Disaster,12,1
saying,6.600639014735167,0.010194217482345926,Kein Disaster,12,1
faux,6.600639014735167,0.010194217482345926,Kein Disaster,12,1
wedding,6.600639014735167,0.010194217482345926,Kein Disaster,12,1
join,6.600639014735167,0.010194217482345926,Kein Disaster,12,1
guardian,6.4746321240593865,0.010942496078694727,Disaster,1,7
avoiding,6.4746321240593865,0.010942496078694727,Disaster,1,7
satellite,6.4746321240593865,0.010942496078694727,Disaster,1,7
md,6.4746321240593865,0.010942496078694727,Disaster,1,7
wmata,6.4746321240593865,0.010942496078694727,Disaster,1,7
result,6.4746321240593865,0.010942496078694727,Disaster,1,7
hwo,6.4746321240593865,0.010942496078694727,Disaster,1,7
civilians,6.4746321240593865,0.010942496078694727,Disaster,1,7
lifted,6.4746321240593865,0.010942496078694727,Disaster,1,7
forces,6.4746321240593865,0.010942496078694727,Disaster,1,7
continues,6.4746321240593865,0.010942496078694727,Disaster,1,7
faan,6.4746321240593865,0.010942496078694727,Disaster,1,7
township,6.4746321240593865,0.010942496078694727,Disaster,1,7
famine,6.431139885723306,0.011213658974053587,Disaster,13,23
tragedy,6.431139885723306,0.011213658974053587,Disaster,13,23
meek,6.383095675168958,0.011521230615271483,Kein Disaster,17,3
lord,6.383095675168958,0.011521230615271483,Kein Disaster,17,3
smoke,6.322434241645341,0.011921985738817024,Kein Disaster,36,12
game,6.295558326453897,0.012104088531290772,Kein Disaster,30,9
thursday,6.2871078426517535,0.012161934770486302,Disaster,5,13
lab,6.1890921024634675,0.012854011540119725,Disaster,9,18
make,6.185813391184084,0.012877849499126078,Kein Disaster,56,23
fatalities,6.147445779875204,0.013160203301550766,Disaster,16,26
feeling,6.138883275708068,0.013224080230239799,Kein Disaster,19,4
listen,6.138883275708068,0.013224080230239799,Kein Disaster,19,4
29,6.117102763245162,0.013388005259523694,Disaster,3,10
canada,6.117102763245162,0.013388005259523694,Disaster,3,10
miss,6.060264269100722,0.013825699367790979,Kein Disaster,14,2
soul,6.060264269100722,0.013825699367790979,Kein Disaster,14,2
likely,6.060264269100722,0.013825699367790979,Kein Disaster,14,2
seeing,6.060264269100722,0.013825699367790979,Kein Disaster,14,2
earth,6.060264269100722,0.013825699367790979,Kein Disaster,14,2
mary,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
o784,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
sale,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
experience,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
access,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
di,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
wired,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
guns,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
hilarious,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
disco,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
somebody,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
easy,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
dnb,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
facebook,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
releases,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
beyhive,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
tickets,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
tongue,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
justinbieber,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
mortal,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
kombat,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
unless,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
hands,6.026715799170889,0.014090927072356669,Kein Disaster,8,0
rainstorm,6.01839933204651,0.014157481529403684,Disaster,10,19
wait,5.977241484281737,0.014491650944021434,Kein Disaster,21,5
won,5.977241484281737,0.014491650944021434,Kein Disaster,21,5
toddler,5.9647545583291945,0.014594632012492566,Disaster,6,14
û_,5.925057130257068,0.014927054333048495,Disaster,176,172
today,5.909664262707571,0.015058041441125028,Disaster,45,55
way,5.878956672487005,0.015322898849313319,Kein Disaster,57,24
lets,5.87345827241174,0.015370827565635405,Kein Disaster,11,1
purse,5.87345827241174,0.015370827565635405,Kein Disaster,11,1
stage,5.87345827241174,0.015370827565635405,Kein Disaster,11,1
cable,5.87345827241174,0.015370827565635405,Kein Disaster,11,1
drink,5.87345827241174,0.015370827565635405,Kein Disaster,11,1
smaug,5.87345827241174,0.015370827565635405,Kein Disaster,11,1
text,5.87345827241174,0.015370827565635405,Kein Disaster,11,1
feet,5.87345827241174,0.015370827565635405,Kein Disaster,11,1
guide,5.87345827241174,0.015370827565635405,Kein Disaster,11,1
cat,5.87345827241174,0.015370827565635405,Kein Disaster,11,1
start,5.872544939775799,0.015378803891586305,Kein Disaster,23,6
hellfire,5.872544939775799,0.015378803891586305,Kein Disaster,23,6
damage,5.822857472825005,0.01581922499602548,Disaster,23,33
doing,5.8087777914938865,0.015946373142454524,Kein Disaster,25,7
loud,5.795564721508233,0.01606665335367124,Kein Disaster,33,11
blood,5.795564721508233,0.01606665335367124,Kein Disaster,33,11
bioterror,5.753767940705593,0.016453329998788627,Disaster,12,21
emmerdale,5.726405833252591,0.016711651896141086,Kein Disaster,16,3
blizzard,5.726405833252591,0.016711651896141086,Kein Disaster,16,3
appears,5.726405833252591,0.016711651896141086,Kein Disaster,16,3
record,5.644772745504453,0.017507485126438828,Disaster,4,11
japanese,5.644772745504453,0.017507485126438828,Disaster,4,11
expected,5.644772745504453,0.017507485126438828,Disaster,4,11
members,5.644772745504453,0.017507485126438828,Disaster,4,11
return,5.596841751438214,0.017992884764129573,Disaster,2,8
damaged,5.596841751438214,0.017992884764129573,Disaster,2,8
ocean,5.596841751438214,0.017992884764129573,Disaster,2,8
abandoned,5.596841751438214,0.017992884764129573,Disaster,2,8
afghanistan,5.596841751438214,0.017992884764129573,Disaster,2,8
crashed,5.563816262384886,0.018335402883869527,Disaster,14,23
mom,5.51457976227819,0.01885860347794961,Kein Disaster,18,4
spot,5.51457976227819,0.01885860347794961,Kein Disaster,18,4
okay,5.51457976227819,0.01885860347794961,Kein Disaster,18,4
20,5.501415202189749,0.019001090149054434,Disaster,8,16
hat,5.3808544048229745,0.020358905170667758,Kein Disaster,20,5
playlist,5.374937498893987,0.020428072896753764,Kein Disaster,13,2
super,5.374937498893987,0.020428072896753764,Kein Disaster,13,2
hail,5.373323847124154,0.020446978395657664,Disaster,17,26
natural,5.328293684249216,0.020981917161498463,Disaster,18,27
gonna,5.303204229723226,0.021286231948482108,Kein Disaster,32,11
dies,5.293080647394213,0.02141031319433601,Disaster,5,12
wednesday,5.293080647394213,0.02141031319433601,Disaster,5,12
following,5.293080647394213,0.02141031319433601,Disaster,5,12
point,5.293080647394213,0.02141031319433601,Disaster,5,12
driver,5.293080647394213,0.02141031319433601,Disaster,5,12
early,5.293080647394213,0.02141031319433601,Disaster,5,12
soundcloud,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
max,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
icemoon,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
flat,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
djicemoon,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
320,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
minecraft,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
canaanites,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
ices,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
pop,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
moon,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
baseball,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
choice,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
iger,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
broad,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
ir,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
hurts,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
bet,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
quick,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
stone,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
cramer,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
animalrescue,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
writing,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
universe,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
clutch,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
computer,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
vuitton,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
trapmusic,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
listening,5.273376324274527,0.021653974188016383,Kein Disaster,7,0
girl,5.268695201371122,0.021712281282797882,Kein Disaster,30,10
times,5.259150412433314,0.02183167347829084,Disaster,20,29
goes,5.257008227673636,0.021858562564173737,Kein Disaster,24,7
phone,5.247010693073625,0.02198450774131234,Kein Disaster,28,9
twitter,5.247010693073625,0.02198450774131234,Kein Disaster,28,9
pandemonium,5.241545430727553,0.022053674578002745,Kein Disaster,26,8
mid,5.220080072602787,0.02232752295446553,Disaster,1,6
southern,5.220080072602787,0.02232752295446553,Disaster,1,6
aim,5.220080072602787,0.02232752295446553,Disaster,1,6
blvd,5.220080072602787,0.02232752295446553,Disaster,1,6
troops,5.220080072602787,0.02232752295446553,Disaster,1,6
150,5.220080072602787,0.02232752295446553,Disaster,1,6
minister,5.220080072602787,0.02232752295446553,Disaster,1,6
yrs,5.220080072602787,0.02232752295446553,Disaster,1,6
estimate,5.220080072602787,0.02232752295446553,Disaster,1,6
storms,5.220080072602787,0.02232752295446553,Disaster,1,6
mexico,5.220080072602787,0.02232752295446553,Disaster,1,6
mhtw4fnet,5.220080072602787,0.02232752295446553,Disaster,1,6
strikes,5.220080072602787,0.02232752295446553,Disaster,1,6
brazil,5.220080072602787,0.02232752295446553,Disaster,1,6
va,5.220080072602787,0.02232752295446553,Disaster,1,6
rocks,5.220080072602787,0.02232752295446553,Disaster,1,6
wash,5.220080072602787,0.02232752295446553,Disaster,1,6
version,5.151033663283393,0.023232539227714812,Kein Disaster,10,1
pile,5.151033663283393,0.023232539227714812,Kein Disaster,10,1
ice,5.151033663283393,0.023232539227714812,Kein Disaster,10,1
birthday,5.151033663283393,0.023232539227714812,Kein Disaster,10,1
bitch,5.151033663283393,0.023232539227714812,Kein Disaster,10,1
emotional,5.151033663283393,0.023232539227714812,Kein Disaster,10,1
straight,5.151033663283393,0.023232539227714812,Kein Disaster,10,1
reasons,5.151033663283393,0.023232539227714812,Kein Disaster,10,1
technology,5.151033663283393,0.023232539227714812,Kein Disaster,10,1
glass,5.151033663283393,0.023232539227714812,Kein Disaster,10,1
black,5.097989305201401,0.023953594653904366,Kein Disaster,48,20
vs,5.080454839445113,0.024197021498750408,Kein Disaster,15,3
trust,5.080454839445113,0.024197021498750408,Kein Disaster,15,3
building,5.078456986739079,0.024224919630738428,Disaster,11,19
st,5.078456986739079,0.024224919630738428,Disaster,11,19
bush,5.078456986739079,0.024224919630738428,Disaster,11,19
africa,5.025108549920362,0.02498235961419153,Disaster,3,9
allows,5.025108549920362,0.02498235961419153,Disaster,3,9
local,5.025108549920362,0.02498235961419153,Disaster,3,9
18,5.023930283767976,0.02499936340230345,Disaster,6,13
kill,4.982812718048606,0.025600328695012574,Disaster,12,20
guy,4.9025653880355975,0.02681682899129237,Kein Disaster,17,4
burning,4.865485696572449,0.02739908515185346,Disaster,57,64
ca,4.813738301916028,0.028233733544679965,Disaster,7,14
vehicle,4.813738301916028,0.028233733544679965,Disaster,7,14
russian,4.813738301916028,0.028233733544679965,Disaster,7,14
real,4.776943052204088,0.028843279660590724,Kein Disaster,29,10
burned,4.776943052204088,0.028843279660590724,Kein Disaster,29,10
trying,4.741108498615494,0.02945008967457476,Kein Disaster,21,6
yes,4.741108498615494,0.02945008967457476,Kein Disaster,21,6
30,4.736261052665968,0.029533189855974935,Disaster,16,24
